antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,antecedents_str,consequents_str,rule
"market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, total_of_special_requests=0_req",0.0708152160200503,0.34327718017510367,0.06781271814366574,0.9576009501187649,2.789585225648551,1.0,0.043503470474812046,15.489092837326703,0.6904157055213257,0.1958322201442693,0.9354384397780786,0.5775730152397038,"market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, total_of_special_requests=0_req","market_segment=Groups, customer_type=Transient, is_repeated_guest=NewGuest → is_canceled=Canceled, total_of_special_requests=0_req"
"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient, is_repeated_guest=NewGuest",0.05925097349896132,0.3042531181403016,0.05026871094439912,0.8484031227821149,2.788477988221922,1.0,0.03224141750449176,4.589453916387241,0.6817774006121353,0.16048222532488454,0.7821091532416591,0.5068115790823445,"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient, is_repeated_guest=NewGuest","deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient, is_repeated_guest=NewGuest",0.05925097349896132,0.3042531181403016,0.05026871094439912,0.8484031227821149,2.788477988221922,1.0,0.03224141750449176,4.589453916387241,0.6817774006121353,0.16048222532488454,0.7821091532416591,0.5068115790823445,"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient, is_repeated_guest=NewGuest"
"market_segment=Groups, customer_type=Transient","is_canceled=Canceled, total_of_special_requests=0_req",0.07086567816923323,0.34327718017510367,0.06781271814366574,0.9569190600522194,2.7875988131925946,1.0,0.043486147970534954,15.243929696541555,0.690178273343404,0.19580368634498166,0.9344001172986993,0.5772320702064311,"market_segment=Groups, customer_type=Transient","is_canceled=Canceled, total_of_special_requests=0_req","market_segment=Groups, customer_type=Transient → is_canceled=Canceled, total_of_special_requests=0_req"
"deposit_type=Non Refund, market_segment=Groups, adr=50-100, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.056231654906182454,0.33432014869513293,0.052388121210082336,0.9316482201615315,2.7866948007704524,1.0,0.03358874598047402,9.739027321278636,0.6793530971992643,0.15491941902109035,0.8973203414456886,0.5441743402636542,"deposit_type=Non Refund, market_segment=Groups, adr=50-100, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups, adr=50-100, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, market_segment=Groups, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.05624006526437961,0.33432014869513293,0.052388121210082336,0.9315088978615224,2.7862780675865477,1.0,0.03358593422827097,9.719216518942458,0.6793022813555538,0.15491556616677857,0.8971110481949826,0.5441046791136497,"deposit_type=Non Refund, market_segment=Groups, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups, adr=50-100 → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient",0.06441493343201488,0.3066416598682938,0.05497851153480627,0.853505679592636,2.7833976634460784,1.0,0.03522620942690757,4.733004926086216,0.6848408439933481,0.1739396519610452,0.7887177352196602,0.5163990273991704,"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, total_of_special_requests=0_req","is_canceled=Canceled, customer_type=Transient",0.06441493343201488,0.3066416598682938,0.05497851153480627,0.853505679592636,2.7833976634460784,1.0,0.03522620942690757,4.733004926086216,0.6848408439933481,0.1739396519610452,0.7887177352196602,0.5163990273991704,"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, total_of_special_requests=0_req","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, total_of_special_requests=0_req → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, is_repeated_guest=NewGuest","is_canceled=Canceled, customer_type=Transient",0.06442334379021203,0.3066416598682938,0.05497851153480627,0.8533942558746737,2.7830342956048977,1.0,0.03522363046070992,4.729407734112975,0.684796861638089,0.17393502381395845,0.7885570337302383,0.5163433155401893,"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, is_repeated_guest=NewGuest","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, is_repeated_guest=NewGuest → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient",0.06442334379021203,0.3066416598682938,0.05497851153480627,0.8533942558746737,2.7830342956048977,1.0,0.03522363046070992,4.729407734112975,0.684796861638089,0.17393502381395845,0.7885570337302383,0.5163433155401893,"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, customer_type=Transient","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.10845156895232168,0.33432014869513293,0.10079814299291007,0.9294300116324157,2.7800598176927838,1.0,0.06454059833454942,9.432902947886003,0.7181836536342339,0.2947541870588525,0.8939880961857973,0.6154659303212517,"deposit_type=Non Refund, customer_type=Transient","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, customer_type=Transient → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.10845156895232168,0.33432014869513293,0.10079814299291007,0.9294300116324157,2.7800598176927838,1.0,0.06454059833454942,9.432902947886003,0.7181836536342339,0.2947541870588525,0.8939880961857973,0.6154659303212517,"deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.12254732929075449,0.33432014869513293,0.11385942927309274,0.9291057580124906,2.7790899281387422,1.0,0.07288938792241628,9.3897590642432,0.7295777832413732,0.33194389956845816,0.8935009947371213,0.6348379032823641,"deposit_type=Non Refund, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
deposit_type=Non Refund,"is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.1225641500071488,0.33432014869513293,0.11385942927309274,0.9289782474439031,2.7787085255547663,1.0,0.07288376441801017,9.372900940160221,0.7295354805857984,0.3319276222233119,0.893309445348421,0.6347741479980704,deposit_type=Non Refund,"is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB","is_canceled=Canceled, customer_type=Transient",0.06055457901952044,0.3066416598682938,0.05153867503216962,0.8511111111111112,2.77558865118547,1.0,0.03297011840899812,4.656884374018924,0.6809507515202314,0.1632740061813919,0.7852641552409872,0.5095928567075029,"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB","is_canceled=Canceled, customer_type=Transient",0.06055457901952044,0.3066416598682938,0.05153867503216962,0.8511111111111112,2.77558865118547,1.0,0.03297011840899812,4.656884374018924,0.6809507515202314,0.1632740061813919,0.7852641552409872,0.5095928567075029,"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, distribution_channel=TA/TO, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient",0.06311132791145575,0.3066416598682938,0.05370854744703577,0.8510127931769723,2.7752680230810527,1.0,0.034355985099774805,4.653811256125515,0.6827646236980762,0.16993985842780354,0.7851223556426435,0.5130818217119091,"deposit_type=Non Refund, distribution_channel=TA/TO, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, distribution_channel=TA/TO, market_segment=Groups, hotel=City Hotel → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.06311132791145575,0.3066416598682938,0.05370854744703577,0.8510127931769723,2.7752680230810527,1.0,0.034355985099774805,4.653811256125515,0.6827646236980762,0.16993985842780354,0.7851223556426435,0.5130818217119091,"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.06311132791145575,0.3066416598682938,0.05370854744703577,0.8510127931769723,2.7752680230810527,1.0,0.034355985099774805,4.653811256125515,0.6827646236980762,0.16993985842780354,0.7851223556426435,0.5130818217119091,"deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.06311132791145575,0.3066416598682938,0.05370854744703577,0.8510127931769723,2.7752680230810527,1.0,0.034355985099774805,4.653811256125515,0.6827646236980762,0.16993985842780354,0.7851223556426435,0.5130818217119091,"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, meal=BB, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient",0.0605629893777176,0.3066416598682938,0.05153867503216962,0.8509929176503264,2.7752032062957066,1.0,0.03296753944280045,4.6531905007347785,0.6809035824230795,0.16326965603602164,0.7850936900515697,0.5095337599771105,"deposit_type=Non Refund, meal=BB, market_segment=Groups, hotel=City Hotel","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, meal=BB, market_segment=Groups, hotel=City Hotel → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, meal=BB","is_canceled=Canceled, customer_type=Transient",0.0605629893777176,0.3066416598682938,0.05153867503216962,0.8509929176503264,2.7752032062957066,1.0,0.03296753944280045,4.6531905007347785,0.6809035824230795,0.16326965603602164,0.7850936900515697,0.5095337599771105,"deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, meal=BB","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, meal=BB → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, adr=50-100, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.08137862591567775,0.33432014869513293,0.07532316801372571,0.9255890863993386,2.768571053859469,1.0,0.048116653696990724,8.945997557258185,0.6953929646231606,0.22129426008747005,0.8882181675548674,0.5754457972561711,"deposit_type=Non Refund, adr=50-100, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, adr=50-100, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.0813870362738749,0.33432014869513293,0.07532316801372571,0.9254934380489822,2.7682849557863207,1.0,0.048113841944787676,8.934513066681284,0.6953586948286646,0.22128879225143314,0.8880744823431717,0.5753979730809928,"deposit_type=Non Refund, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, adr=50-100 → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, total_of_special_requests=0_req, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO",0.10795535781868949,0.3374151605116862,0.10079814299291007,0.9337020878778436,2.767220318322079,1.0,0.06437236860642043,9.994052878580492,0.715913198668467,0.2925311203319502,0.8999404933965053,0.6162191737527257,"deposit_type=Non Refund, total_of_special_requests=0_req, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, total_of_special_requests=0_req, customer_type=Transient, is_repeated_guest=NewGuest → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO",0.10795535781868949,0.3374151605116862,0.10079814299291007,0.9337020878778436,2.767220318322079,1.0,0.06437236860642043,9.994052878580492,0.715913198668467,0.2925311203319502,0.8999404933965053,0.6162191737527257,"deposit_type=Non Refund, customer_type=Transient, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, customer_type=Transient, is_repeated_guest=NewGuest → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.05925097349896132,0.3066416598682938,0.05026871094439912,0.8484031227821149,2.766757534336705,1.0,0.03209989408186534,4.573698039539203,0.6787847446226605,0.15926774674909402,0.7813585437090314,0.5061681000635753,"deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.05925097349896132,0.3066416598682938,0.05026871094439912,0.8484031227821149,2.766757534336705,1.0,0.03209989408186534,4.573698039539203,0.6787847446226605,0.15926774674909402,0.7813585437090314,0.5061681000635753,"deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.05925097349896132,0.3066416598682938,0.05026871094439912,0.8484031227821149,2.766757534336705,1.0,0.03209989408186534,4.573698039539203,0.6787847446226605,0.15926774674909402,0.7813585437090314,0.5061681000635753,"deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient",0.05925097349896132,0.3066416598682938,0.05026871094439912,0.8484031227821149,2.766757534336705,1.0,0.03209989408186534,4.573698039539203,0.6787847446226605,0.15926774674909402,0.7813585437090314,0.5061681000635753,"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO","is_canceled=Canceled, customer_type=Transient","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, hotel=City Hotel, meal=BB, distribution_channel=TA/TO → is_canceled=Canceled, customer_type=Transient"
"deposit_type=Non Refund, market_segment=Groups, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.07713139502611416,0.33432014869513293,0.07134506858647109,0.9249809181114382,2.766751934400848,1.0,0.04555848913227757,8.873473715576942,0.6919352903758638,0.2097727441331388,0.8873045627841835,0.5691921772514877,"deposit_type=Non Refund, market_segment=Groups, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, market_segment=Groups","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.07713980538431132,0.33432014869513293,0.07134506858647109,0.9248800697775837,2.7664502824236994,1.0,0.045555677380074516,8.861561097486538,0.6918988913850297,0.20976755687438178,0.8871530660344218,0.5691417530845605,"deposit_type=Non Refund, market_segment=Groups","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, total_of_special_requests=0_req, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO",0.12200906636613654,0.3374151605116862,0.11385942927309274,0.9332046598193975,2.765746086821361,1.0,0.07269172056128181,9.919626693970033,0.7271531914702964,0.32948792834890966,0.8991897547306007,0.6353253788391336,"deposit_type=Non Refund, total_of_special_requests=0_req, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, total_of_special_requests=0_req, is_repeated_guest=NewGuest → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO",0.12202588708253084,0.3374151605116862,0.11385942927309274,0.9330760217795852,2.7653648412376794,1.0,0.0726860449965597,9.900559666463392,0.7271103475155481,0.3294718909710392,0.8989956089666986,0.6352610598192275,"deposit_type=Non Refund, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, is_repeated_guest=NewGuest → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO",0.10845156895232168,0.3374151605116862,0.10118501946997922,0.9329972857696781,2.7651314906976867,1.0,0.0645918159241874,9.888925353242822,0.7160054610728785,0.29356074469902155,0.8988767773768183,0.6164400671476572,"deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, customer_type=Transient, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, customer_type=Transient","is_canceled=Canceled, distribution_channel=TA/TO",0.10845156895232168,0.3374151605116862,0.10118501946997922,0.9329972857696781,2.7651314906976867,1.0,0.0645918159241874,9.888925353242822,0.7160054610728785,0.29356074469902155,0.8988767773768183,0.6164400671476572,"deposit_type=Non Refund, customer_type=Transient","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, customer_type=Transient → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO",0.12254732929075449,0.3374151605116862,0.1142463057501619,0.9322627136092239,2.7629544333320952,1.0,0.07289697896724351,9.781685609102562,0.7271829114704328,0.33046270617428114,0.8977681311828886,0.635427700183061,"deposit_type=Non Refund, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO"
deposit_type=Non Refund,"is_canceled=Canceled, distribution_channel=TA/TO",0.1225641500071488,0.3374151605116862,0.1142463057501619,0.9321347697797296,2.762575245185065,1.0,0.0728913034025214,9.763244555978966,0.7271402341805662,0.3304466283935001,0.8975750331494458,0.635363728268314,deposit_type=Non Refund,"is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO",0.0562232445479853,0.3374151605116862,0.052388121210082336,0.931787584143605,2.761546288348632,1.0,0.03341754612643609,9.713551868375811,0.6758844514746422,0.1535181762168823,0.8970510464605973,0.5435253382220057,"deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, is_repeated_guest=NewGuest, total_of_special_requests=0_req, market_segment=Groups, adr=50-100 → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, market_segment=Groups, adr=50-100, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO",0.056231654906182454,0.3374151605116862,0.052388121210082336,0.9316482201615315,2.7611332542043985,1.0,0.033414708344075034,9.693746688881534,0.6758330786970665,0.1535143927444795,0.8968407126682015,0.5434556562309689,"deposit_type=Non Refund, market_segment=Groups, adr=50-100, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, market_segment=Groups, adr=50-100, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, market_segment=Groups, adr=50-100, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO",0.056231654906182454,0.3374151605116862,0.052388121210082336,0.9316482201615315,2.7611332542043985,1.0,0.033414708344075034,9.693746688881534,0.6758330786970665,0.1535143927444795,0.8968407126682015,0.5434556562309689,"deposit_type=Non Refund, market_segment=Groups, adr=50-100, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, market_segment=Groups, adr=50-100, is_repeated_guest=NewGuest → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, market_segment=Groups, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO",0.05624006526437961,0.3374151605116862,0.052388121210082336,0.9315088978615224,2.760720343593631,1.0,0.033411870561713984,9.674027994887236,0.6757817050038696,0.15351060945856027,0.8966304417840734,0.5433859950809643,"deposit_type=Non Refund, market_segment=Groups, adr=50-100","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, market_segment=Groups, adr=50-100 → is_canceled=Canceled, distribution_channel=TA/TO"
"deposit_type=Non Refund, market_segment=Groups, customer_type=Transient","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.06698009268214733,0.33432014869513293,0.06181613274909378,0.9229030637870417,2.7605367710835713,1.0,0.0394233382039845,8.634323022462477,0.6835348370488391,0.1820884429580082,0.8841831609266335,0.5539020362833476,"deposit_type=Non Refund, market_segment=Groups, customer_type=Transient","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups, customer_type=Transient → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest",0.06698009268214733,0.33432014869513293,0.06181613274909378,0.9229030637870417,2.7605367710835713,1.0,0.0394233382039845,8.634323022462477,0.6835348370488391,0.1820884429580082,0.8841831609266335,0.5539020362833476,"deposit_type=Non Refund, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req","is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest","deposit_type=Non Refund, market_segment=Groups, customer_type=Transient, total_of_special_requests=0_req → is_canceled=Canceled, distribution_channel=TA/TO, is_repeated_guest=NewGuest"
"deposit_type=Non Refund, total_of_special_requests=0_req, adr=50-100, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO",0.08091605621483419,0.3374151605116862,0.07532316801372571,0.9308803658663342,2.7588575583108503,1.0,0.048020863918024806,9.586058256717408,0.6936592981091224,0.21959591996861516,0.8956818357222842,0.5770581195716675,"deposit_type=Non Refund, total_of_special_requests=0_req, adr=50-100, is_repeated_guest=NewGuest","is_canceled=Canceled, distribution_channel=TA/TO","deposit_type=Non Refund, total_of_special_requests=0_req, adr=50-100, is_repeated_guest=NewGuest → is_canceled=Canceled, distribution_channel=TA/TO"
